AccusedID,CaseMasterID,FullName,AliasName,Gender,Age,DOB,MobileNumber,AadhaarNumber,Occupation,Address,DistrictID,DistrictName,ArrestStatus,CriminalHistory,GangAffiliation,RiskLevel,WeaponUsed
146,70,Raksha Dugar,Anna,Female,40,1969-01-28,9905843230,883409940422,Labourer,"800, Konda Nagar, Chittoor 622086",26,Tumakuru,Arrested,No,None,Low,Sharp Weapon
147,71,Oeshi Kothari,Tiger,Female,32,1977-08-14,9890657662,652101144743,Journalist,"H.No. 951, Ben Circle, Rajahmundry 617445",5,Bengaluru Urban,Arrested,Yes,None,Low,Knife
148,71,Vedant Anand,Boss,Male,32,1975-02-09,9871433794,738907041888,Farmer,"93/759, Hayre Chowk, Saharanpur 603850",5,Bengaluru Urban,Absconding,No,Drug Network,Low,Stick
149,72,Aadi Puri,Rocky,Male,47,2000-07-21,9967594633,609526188216,Farmer,"836, Bhasin Chowk, Parbhani 038657",6,Bidar,Absconding,Yes,None,Low,Hands
150,72,Charvi Tiwari,Silent,Female,62,1962-08-19,9911724639,703151435638,Engineer,"90/62, Manne Ganj, Satna-557431",6,Bidar,Absconding,Yes,None,High,Firearm
151,72,Ekanta Chopra,Master,Female,53,1963-10-17,9895455348,581548547578,Sales Executive,"56, Wason Zila, Dhule-474112",6,Bidar,Absconding,No,Local Gang,Medium,Iron Rod
152,72,Anusha Kale,Master,Female,30,1999-11-11,9916712430,609101106346,Software Engineer,"H.No. 356, Bawa Circle, Bhilwara 067883",6,Bidar,Arrested,Yes,None,High,Hands
153,73,Vedhika Chaudry,Don,Female,23,1998-03-01,9908059437,820039907515,Security Guard,"H.No. 032, Rattan Ganj, Guwahati-101372",26,Tumakuru,Surrendered,No,None,Medium,Hands
154,74,Oni Das,King,Female,61,1957-10-26,9907417556,559959846832,Journalist,"966, Balan Chowk, Purnia-532447",11,Dakshina Kannada,Absconding,Yes,None,High,None
155,74,Anika Korpal,Bullet,Female,18,1989-11-11,9960201809,237989555041,Labourer,"70/14, Devan Marg, Kollam-806578",11,Dakshina Kannada,Arrested,No,Organized Crime,Low,Iron Rod
156,75,Orinder Thakkar,Don,Male,64,1972-08-07,9877718659,537500738488,Farmer,"H.No. 593, Mand Nagar, Chittoor 932133",16,Haveri,Absconding,No,None,Medium,None
157,76,Baghyawati Kanda,Black,Female,51,1986-01-25,9873536169,975047134752,Engineer,"239, Parmer Path, Nagercoil-937842",30,Vijayapura,Absconding,No,None,Medium,Knife
158,77,Anjali Chana,Shadow,Female,59,1958-07-14,9911672073,906433503969,Mechanic,"70/59, De Ganj, Belgaum-002921",9,Chikkamagaluru,Arrested,No,None,Medium,None
159,78,Balhaar Prakash,Anna,Male,25,1992-11-24,9960998806,140252524716,Software Engineer,"H.No. 45, Dugar Street, Morbi-289539",22,Mysuru,Surrendered,No,None,Low,Hands
160,79,Saanvi Mohanty,Shadow,Female,21,1994-06-17,9906032868,086239038515,Engineer,"096, Bali, Madanapalle 939172",5,Bengaluru Urban,Absconding,No,Cyber Group,Low,Knife
161,79,Brinda Khanna,King,Female,65,1973-12-08,9880633992,023999923317,Mechanic,"15/704, Krish Ganj, Etawah 100676",5,Bengaluru Urban,Absconding,No,None,Low,Hands
162,80,Triveni Tailor,Boss,Female,37,2002-04-17,9913521588,375199199359,Shop Keeper,"H.No. 793, Seth Street, Visakhapatnam 054115",25,Shivamogga,Absconding,Yes,None,Low,Knife
163,80,Riya Dyal,Shadow,Female,37,1994-05-09,9907867111,096665200718,Software Engineer,"97/06, Saraf Street, Meerut 533688",25,Shivamogga,Arrested,No,None,Low,Sharp Weapon
164,80,Lohit Mishra,Rocky,Male,20,1968-02-23,9907024797,099843424073,Farmer,"87/20, Aggarwal Path, Chandigarh 973103",25,Shivamogga,Surrendered,No,None,Medium,Hands
165,80,Madhav Bumb,Tiger,Male,46,1980-08-27,9908095375,560233844605,Security Guard,"77, Chand Road, Udaipur 652704",25,Shivamogga,Absconding,No,None,Low,Knife
166,81,Viraj Lall,Master,Male,43,1967-07-19,9903048880,367170760779,Security Guard,"115, Sachdev Circle, Begusarai 686879",11,Dakshina Kannada,Arrested,No,Local Gang,High,Stick
167,81,Wazir Mistry,Ranga,Male,28,1959-09-28,9981703792,189070448642,Sales Executive,"H.No. 722, Hans Ganj, Kalyan-Dombivli 163294",11,Dakshina Kannada,Arrested,No,None,Low,Knife
168,82,Bhavna Chahal,Tiger,Female,57,1976-02-16,9965801608,682904166657,Private Employee,"H.No. 87, Virk Nagar, Gorakhpur-229991",9,Chikkamagaluru,Absconding,No,None,Medium,Firearm
169,82,Daksha Mangal,Bullet,Female,42,2001-07-14,9980452162,556617694699,Mechanic,"H.No. 67, Solanki, Malegaon 629960",9,Chikkamagaluru,Absconding,No,None,Medium,Iron Rod
170,82,Oni Khanna,Bullet,Female,51,1958-03-03,9966416790,061879435602,Electrician,"H.No. 05, Mukhopadhyay Road, Pallavaram-324754",9,Chikkamagaluru,Arrested,Yes,None,Medium,Firearm
171,82,Chanchal Guha,Bullet,Female,39,1978-12-20,9907601336,976468537478,Private Employee,"50/82, Mukhopadhyay Zila, Bhavnagar-233030",9,Chikkamagaluru,Absconding,No,None,Medium,Hands
172,83,Arya Patel,Bullet,Female,22,1992-11-26,9882096853,587730442492,Unemployed,"86, Balasubramanian Zila, Serampore 972798",19,Kolar,Arrested,Yes,None,Low,Knife
173,83,Orinder Gade,Rowdy,Male,69,1999-12-15,9909134833,709592038130,Lawyer,"H.No. 06, Gaba Nagar, Korba 346800",19,Kolar,Arrested,No,None,Medium,Stick
174,84,Dominic Ghose,Don,Male,54,1987-06-02,9983831234,112065233172,Student,"H.No. 94, Sampath Road, Karnal 437489",3,Belagavi,Arrested,Yes,None,Low,Sharp Weapon
175,84,Dalaja Amble,Lucky,Female,61,1982-09-01,9871041558,663876597418,Engineer,"H.No. 17, Nayar Zila, Anantapur 443283",3,Belagavi,Arrested,No,None,Medium,Firearm
176,84,Saksham Nagarajan,Cobra,Male,32,1991-08-21,9888693667,840434176118,Security Guard,"H.No. 46, Rama Marg, Ballia 538758",3,Belagavi,Arrested,Yes,None,Medium,Knife
177,84,Harinakshi Golla,Boss,Female,33,1971-02-16,9912140264,953616778153,Cook,"48/251, Pant Ganj, Aizawl-554947",3,Belagavi,Arrested,No,None,Low,None
178,85,Vrinda Bera,Lucky,Female,38,2001-06-23,9906021578,764264282769,Unemployed,"816, Misra Circle, Meerut 235697",10,Chitradurga,Surrendered,No,None,Low,Firearm
179,85,Nisha Gole,Black,Female,26,1996-11-03,9982350783,882733335641,Mechanic,"25/007, Kadakia Road, Gangtok-712966",10,Chitradurga,Arrested,No,None,High,Stick
180,86,Tanish Sood,Anna,Male,18,1975-11-15,9876186911,888696448324,Sales Executive,"50/583, Agrawal Nagar, Kamarhati 421689",13,Dharwad,Absconding,No,None,Low,Iron Rod
181,87,Geetika Bhattacharyya,Cobra,Female,20,1999-03-22,9875714617,997408047906,Journalist,"89, Nazareth Circle, Guntur 753260",9,Chikkamagaluru,Absconding,No,None,Low,None
182,87,Jasmit Deep,Boss,Female,54,1966-10-01,9963392165,372655627041,Student,"H.No. 506, Warrior Road, Hindupur 100167",9,Chikkamagaluru,Arrested,No,None,High,Knife
183,88,David Krishnan,Silent,Male,56,1980-09-12,9889763172,150995887436,Electrician,"04/618, Devan Road, Vasai-Virar-411739",16,Haveri,Arrested,No,None,Medium,Stone
184,88,Karan Virk,Rowdy,Male,28,2007-02-18,9903377537,418094696096,Electrician,"H.No. 20, Taneja Circle, Ongole 300119",16,Haveri,Surrendered,No,None,Low,Sharp Weapon
185,89,Falguni Chana,Anna,Female,59,1996-11-14,9913777513,615680014221,Cook,"H.No. 37, Lalla Road, Dhanbad 204556",5,Bengaluru Urban,Arrested,No,Cyber Group,Low,Hands
186,90,Champak Bath,Cobra,Male,63,1956-01-26,9870637681,112604976672,Doctor,"H.No. 57, Loyal, Serampore-216674",14,Gadag,Absconding,Yes,None,Low,Stick
187,91,William Sama,Lucky,Male,46,1989-12-12,9874961417,269710524816,Student,"021, Subramanian Marg, Bokaro-590277",30,Vijayapura,Arrested,Yes,None,Low,Knife
188,91,Tripti Sastry,Rowdy,Female,48,1957-12-28,9904780236,715933096383,Labourer,"H.No. 899, Nigam Ganj, Bhiwani 756289",30,Vijayapura,Absconding,No,None,Low,Hands
189,92,Abdul Dugar,Rocky,Male,37,1982-05-09,9963164841,009237649890,Unemployed,"175, Narayanan Ganj, Dhanbad-866317",11,Dakshina Kannada,Absconding,Yes,None,High,Knife
190,92,Vanya Chakrabarti,Rowdy,Female,61,2000-12-15,9988159016,490711037415,Software Engineer,"H.No. 701, Sachar Marg, Proddatur-199488",11,Dakshina Kannada,Arrested,No,None,Low,Hands
191,93,Vasatika Om,Tiger,Female,39,1974-10-24,9988741653,920102713125,Engineer,"58, Solanki, Bidhannagar 130554",5,Bengaluru Urban,Absconding,Yes,Local Gang,Low,Hands
192,94,Chatresh Bath,Cobra,Male,18,2003-02-03,9871068487,626549601496,Electrician,"61/493, Dara Ganj, Thrissur-351609",11,Dakshina Kannada,Arrested,No,None,High,Hands
193,95,Varenya Shankar,Boss,Female,66,1990-06-16,9915462011,894190322684,Electrician,"H.No. 808, Subramanian Marg, Adoni-216995",19,Kolar,Surrendered,No,Local Gang,Medium,Knife
194,96,Shaurya Kothari,Rocky,Male,33,1970-01-21,9964547821,224180504261,Mechanic,"22, Vala Marg, Motihari 833394",5,Bengaluru Urban,Absconding,Yes,Drug Network,Low,Hands
195,97,Dominic Gokhale,Rowdy,Male,62,1982-04-06,9910184138,676619808495,Shop Keeper,"H.No. 87, Sahni, Bhusawal 810620",1,Bagalkote,Arrested,No,Organized Crime,Low,Stick
196,98,Harish Loke,Don,Male,55,1995-04-26,9889840975,438604076423,Security Guard,"42/043, Bali Circle, Bidhannagar-983863",9,Chikkamagaluru,Arrested,No,None,Medium,Stick
197,99,Arjun Raj,Lucky,Male,47,1976-02-05,9907847346,808304295770,Farmer,"H.No. 439, Kar Chowk, Giridih 347212",25,Shivamogga,Surrendered,No,Cyber Group,Low,Hands
198,99,Darpan Purohit,King,Male,42,1957-09-16,9894036757,135677877738,Unemployed,"294, Narayanan Nagar, Bhatpara 259094",25,Shivamogga,Arrested,No,None,Medium,Knife
199,99,Praneel Bora,Tiger,Male,48,1997-02-10,9965884366,981803190111,Sales Executive,"818, Sagar Street, Tiruchirappalli 335554",25,Shivamogga,Arrested,No,None,High,Hands
200,99,Wazir Andra,Bullet,Male,48,1961-08-20,9894701088,535674655458,Farmer,"993, Nagi Nagar, Raipur 484085",25,Shivamogga,Arrested,Yes,Drug Network,Medium,Hands
201,100,Yagnesh Bassi,Rocky,Male,40,1971-04-08,9894197298,661203121503,Student,"11/28, Amble Circle, Bhagalpur-613861",22,Mysuru,Arrested,Yes,None,Low,None
202,101,Amaira Sharaf,Lucky,Female,49,1993-07-20,9981430793,742995159467,Business,"H.No. 024, Bobal Circle, Rampur 676650",26,Tumakuru,Absconding,Yes,None,Medium,Knife
203,102,Dhriti Warrior,Silent,Female,40,1955-11-14,9873615771,086993465063,Journalist,"15/814, Chadha Road, Bahraich 607283",30,Vijayapura,Arrested,No,None,Low,Firearm
204,102,Rohan Merchant,Anna,Male,31,2006-06-12,9968744178,748513953953,Mechanic,"50/882, Barman Zila, Chapra-881435",30,Vijayapura,Surrendered,No,None,Medium,Stick
205,102,Samuel Vala,Don,Male,29,1963-02-08,9983508835,400298468446,Government Employee,"43/12, Bhagat, Jamalpur-414139",30,Vijayapura,Absconding,Yes,Drug Network,Medium,Hands
206,102,Oni Parikh,King,Female,54,1962-05-09,9908646155,810381124932,Cook,"H.No. 91, Nadkarni Ganj, Hospet-949299",30,Vijayapura,Arrested,No,None,Medium,Knife
207,103,Nakul Sangha,Lucky,Male,52,1964-06-29,9898863660,580534391121,Electrician,"645, Narula Street, Surendranagar Dudhrej 547812",27,Udupi,Absconding,No,Organized Crime,Medium,None
208,103,Meera Dey,Boss,Female,47,2002-10-18,9871103614,959137116632,Shop Keeper,"11/080, Ravel, Vadodara-887256",27,Udupi,Absconding,No,None,Medium,Knife
209,104,Maanav Desai,Rocky,Male,30,1980-03-09,9870654903,001652601725,Electrician,"H.No. 80, Gandhi Ganj, Amroha 299275",9,Chikkamagaluru,Arrested,Yes,None,Medium,Hands
210,104,Imaran Sura,Cobra,Male,51,1967-11-03,9887917079,984616189454,Lawyer,"038, Rama Path, Malda 051844",9,Chikkamagaluru,Arrested,No,None,Medium,Knife
211,105,Raghav Radhakrishnan,King,Male,23,1974-12-01,9894347682,494888930663,Electrician,"38, Pandit Marg, Morbi 908272",5,Bengaluru Urban,Arrested,No,None,Medium,Knife
212,105,Balvan Varkey,Cobra,Male,22,1989-08-30,9899359187,275276446442,Student,"259, Karpe Zila, Bathinda-777392",5,Bengaluru Urban,Arrested,No,None,High,Hands
213,106,Advay Kohli,Anna,Male,65,1957-11-04,9878401633,676544245585,Private Employee,"80/920, Kuruvilla Street, Hazaribagh-990413",1,Bagalkote,Arrested,No,Cyber Group,Low,Stick
214,106,Vrishti Subramaniam,Master,Female,46,1964-08-06,9900167814,337545545102,Student,"29/84, Oommen Street, Kavali-366210",1,Bagalkote,Absconding,No,Drug Network,Low,Firearm
215,107,Zayyan Saini,Anna,Male,26,1999-05-13,9983857634,940223068115,Engineer,"99, Wali Nagar, Tiruchirappalli 298068",22,Mysuru,Surrendered,No,Cyber Group,Low,Hands
216,108,Qasim Bassi,Bullet,Male,38,1992-07-13,9905304624,861292690822,Security Guard,"65, Chaudhari, Guntur-731498",19,Kolar,Arrested,No,Local Gang,Low,Iron Rod
217,108,Kabir Gulati,Tiger,Male,55,1955-11-05,9892554308,526342565865,Sales Executive,"06/35, Pathak Marg, Bhatpara 944869",19,Kolar,Arrested,No,Local Gang,Medium,None
218,108,Manya Ranganathan,Don,Female,54,1995-07-28,9966531163,438024862641,Shop Keeper,"588, Kulkarni Chowk, Gangtok-621372",19,Kolar,Absconding,Yes,None,High,Firearm
219,108,Hredhaan Trivedi,Rowdy,Male,30,1976-10-14,9882072560,770832098683,Unemployed,"601, Sinha Street, Hubli–Dharwad 435190",19,Kolar,Arrested,No,Local Gang,High,Knife
220,109,Suhani Verma,Black,Female,49,1970-09-27,9872183537,241194254393,Engineer,"77/038, Hayer Road, Khora  920530",15,Hassan,Arrested,No,Local Gang,Low,Iron Rod
221,109,Chameli Majumdar,Black,Female,70,1996-11-17,9890968696,725393818839,Lawyer,"93, Aurora Circle, Mysore 895543",15,Hassan,Surrendered,No,Cyber Group,Medium,Firearm
222,110,Utkarsh Raval,Rowdy,Male,28,1986-01-10,9906874088,944878886536,Teacher,"81, Bora Circle, Mau 848947",17,Kalaburagi,Arrested,No,Local Gang,Medium,Hands
223,110,Warhi Kohli,Cobra,Female,68,1995-09-14,9961463015,987867347268,Security Guard,"07/14, Raja Zila, Berhampur-658804",17,Kalaburagi,Arrested,Yes,None,Low,Firearm
224,111,Maanas Chander,Ranga,Male,19,1976-09-12,9879669917,144203917494,Doctor,"27/55, Luthra Ganj, Jhansi 333433",23,Raichur,Arrested,No,Cyber Group,High,Iron Rod
225,111,Kritika Parekh,Silent,Female,65,1963-10-28,9903422871,170924256048,Driver,"H.No. 790, Basak Circle, Serampore 794728",23,Raichur,Arrested,No,None,Medium,Stick
226,111,Rushil Kapadia,Shadow,Male,53,1995-04-26,9870943668,780539618011,Mechanic,"67/80, Palan Circle, Akola-187500",23,Raichur,Surrendered,No,None,Medium,Knife
227,111,Sachi Chaudhuri,Cobra,Female,25,1972-10-21,9890188792,867238397186,Teacher,"43/47, Oza, Udaipur 636556",23,Raichur,Arrested,No,None,Medium,Knife
228,112,Varenya Gole,Anna,Female,45,1985-11-03,9879903744,881081152855,Electrician,"43/866, Dhingra Ganj, Bhalswa Jahangir Pur-267288",22,Mysuru,Arrested,No,None,Medium,Stick
229,112,Widisha Mital,Silent,Female,19,1968-11-09,9896635981,086495096937,Lawyer,"H.No. 203, Soni Road, Hospet 455884",22,Mysuru,Absconding,No,Organized Crime,High,Knife
230,112,Aishani Sabharwal,Lucky,Female,69,1961-12-25,9877560227,302346912879,Engineer,"H.No. 55, Sura Circle, Vijayawada-947225",22,Mysuru,Arrested,No,Organized Crime,Medium,Hands
231,112,Tanmayi Bora,Cobra,Female,42,1959-10-01,9902604316,059667956040,Unemployed,"H.No. 54, Rana Road, Raiganj 987622",22,Mysuru,Arrested,No,Cyber Group,High,Knife
232,113,Edhitha Keer,Bullet,Female,36,1990-08-24,9910001406,522051611308,Private Employee,"611, Solanki Zila, Indore 811492",16,Haveri,Absconding,No,None,High,Stone
233,113,Robert More,Ranga,Male,31,1967-09-18,9880926403,064467738669,Student,"22/820, Parikh Nagar, Fatehpur 848728",16,Haveri,Arrested,No,None,Low,Knife
234,113,Vedant Saran,Rowdy,Male,19,1983-04-20,9884128850,714197440422,Shop Keeper,"83, Sathe Zila, Ambarnath 424008",16,Haveri,Arrested,No,None,Medium,Knife
235,113,Pooja Mangat,Ranga,Female,65,1980-06-04,9915524456,684754308444,Government Employee,"40, Master Marg, Chennai 368663",16,Haveri,Absconding,No,None,Low,Knife
236,114,Saumya Radhakrishnan,Ranga,Female,32,1967-04-01,9912936861,279867778627,Engineer,"38/944, Luthra Circle, Maheshtala 224179",31,Yadgir,Arrested,No,None,Medium,Knife
237,114,Madhavi Swamy,Lucky,Female,33,1965-07-05,9885932618,583125497775,Journalist,"H.No. 802, Manda Zila, Cuttack 031207",31,Yadgir,Absconding,Yes,None,Medium,Hands
238,115,Pavani Salvi,Boss,Female,66,1972-01-26,9879768155,112377748138,Engineer,"05, Dhingra Zila, Shimoga-187234",1,Bagalkote,Arrested,No,Local Gang,Low,Stick
239,115,Abha Dara,Silent,Female,36,2007-03-19,9911274627,571498956947,Teacher,"30, Sharma Ganj, Saharsa-764520",1,Bagalkote,Surrendered,No,None,High,Knife
240,115,Lajita Srivastava,Lucky,Female,21,1989-05-26,9907669067,652465379025,Cook,"H.No. 313, Nair Marg, Rourkela-916300",1,Bagalkote,Arrested,Yes,Cyber Group,Medium,Hands
241,115,Garima Prabhu,Master,Female,62,1996-05-29,9898741303,771920557107,Farmer,"19, Bhasin Path, Raurkela Industrial Township-812735",1,Bagalkote,Absconding,Yes,None,Medium,Firearm
242,116,Urvashi Hans,Master,Female,34,1956-09-08,9965179450,327579682268,Security Guard,"24/077, Menon Circle, Jhansi-855749",17,Kalaburagi,Absconding,No,None,Low,Hands
243,116,Bakhshi Wali,Shadow,Male,70,1963-10-10,9983078008,443555324449,Journalist,"57/08, Goyal Marg, Udupi 935186",17,Kalaburagi,Arrested,No,None,Medium,Knife
244,117,Yuvraj Dube,Tiger,Male,63,1988-01-18,9918124793,964150139347,Teacher,"51/181, Dayal Nagar, Patna 173109",7,Chamarajanagar,Arrested,No,None,Low,None
245,117,Wishi Vora,Master,Female,18,1988-08-17,9875004343,388116761706,Journalist,"H.No. 39, Arya Zila, Pallavaram 705865",7,Chamarajanagar,Arrested,No,None,High,Stick
246,117,Lila Wadhwa,Anna,Female,59,1957-09-17,9878757751,516505148191,Driver,"H.No. 381, Kashyap Zila, Jhansi 839288",7,Chamarajanagar,Arrested,Yes,Organized Crime,Medium,Sharp Weapon
247,117,Damyanti Parmar,Anna,Female,43,1991-04-22,9910804483,210112034163,Doctor,"286, Nazareth Circle, Deoghar-558556",7,Chamarajanagar,Arrested,No,None,High,Knife
248,118,Ojasvi Khosla,Ranga,Female,70,1985-05-27,9870252559,235006905517,Software Engineer,"45/77, Acharya Marg, Anantapuram-824043",22,Mysuru,Arrested,No,None,Medium,Stick
249,118,Nakul Bains,Master,Male,41,1996-06-12,9919754940,482909458336,Driver,"H.No. 075, Devi Street, Ambarnath 344196",22,Mysuru,Arrested,No,None,Low,Knife
250,119,Brinda Nair,Tiger,Female,62,1997-07-31,9878798258,896972632939,Shop Keeper,"91/940, Raj, Pimpri-Chinchwad-566139",10,Chitradurga,Arrested,No,Cyber Group,Medium,Stick
251,119,Sai Bhagat,Don,Female,66,1971-09-17,9905760086,638831760494,Cook,"92/58, Dua Ganj, Singrauli 998136",10,Chitradurga,Absconding,No,Local Gang,Low,Hands
252,120,Shravya Divan,Master,Female,69,1962-07-25,9962990476,096125117661,Unemployed,"08/64, Rastogi Zila, Bikaner 783769",23,Raichur,Arrested,Yes,None,Low,Iron Rod
253,120,Zaitra Koshy,Lucky,Female,30,1968-05-25,9986965254,969094926437,Labourer,"H.No. 91, Sachdev Zila, Ambarnath 355904",23,Raichur,Arrested,No,None,Low,None
254,120,Parth Sathe,Rocky,Male,39,1988-08-02,9878892699,130604079824,Cook,"352, Chowdhury Zila, Latur-405147",23,Raichur,Absconding,No,None,Low,Hands
255,120,Alka Narula,Cobra,Female,66,1966-08-20,9876500038,019436065230,Journalist,"84/87, Dhaliwal, Gandhinagar-420439",23,Raichur,Surrendered,No,None,Medium,Stone
256,121,Avni Shroff,Anna,Female,57,1990-04-05,9911660551,075891534611,Lawyer,"45, Bahl Zila, Kharagpur 681579",25,Shivamogga,Arrested,Yes,Drug Network,Medium,Stick
257,122,Girik Issac,Master,Male,27,1982-02-03,9903330560,588412973669,Private Employee,"H.No. 384, Suri Path, Sangli-Miraj & Kupwad-555438",7,Chamarajanagar,Surrendered,No,None,Low,Hands
258,122,Azaan Kurian,Tiger,Male,24,2002-02-16,9908949664,247883480035,Student,"256, Chahal Street, Saharsa 639264",7,Chamarajanagar,Arrested,Yes,Local Gang,Low,Hands
259,123,Udarsh Deep,King,Male,30,1966-07-07,9891873510,890637193286,Mechanic,"482, Dhillon Marg, Ratlam-881252",10,Chitradurga,Surrendered,No,Organized Crime,Low,Sharp Weapon
260,123,Nathaniel Sachdev,Boss,Male,68,2006-07-02,9881335920,615730788982,Unemployed,"42/312, Bal Street, Medininagar 933051",10,Chitradurga,Absconding,No,None,Low,Hands
261,124,Ekani Thakkar,Rocky,Female,49,2000-05-27,9914336742,495022833859,Business,"677, Gade Street, Kamarhati-604633",13,Dharwad,Arrested,Yes,None,Medium,Stone
262,124,Bachittar Goel,Anna,Male,47,2004-09-10,9916444833,126308567900,Doctor,"57/366, Rai Nagar, Singrauli-817703",13,Dharwad,Arrested,No,None,Medium,Hands
263,125,Anmol Ram,Silent,Male,63,1982-11-29,9919977902,874456457132,Journalist,"H.No. 76, Mangal Road, Rourkela 490827",13,Dharwad,Arrested,Yes,None,Medium,Hands
264,126,Chandani Tella,King,Female,68,1961-07-21,9873176245,351908834647,Private Employee,"57, Gola Nagar, Gudivada-714521",18,Kodagu,Arrested,Yes,None,Low,Hands
265,126,Deepa Sengupta,King,Female,42,1989-03-01,9889034396,316186019322,Shop Keeper,"89/268, Bassi Marg, Thanjavur 222064",18,Kodagu,Arrested,Yes,None,High,Hands
266,126,Vansha Mani,Rowdy,Female,28,1988-10-04,9871473928,386153274294,Journalist,"094, Shanker Nagar, Panchkula 973397",18,Kodagu,Absconding,No,Cyber Group,High,Hands
267,126,Tara Sathe,Don,Female,54,1959-10-07,9877284772,681287491539,Driver,"49/83, Goyal Nagar, Pimpri-Chinchwad 020994",18,Kodagu,Arrested,No,None,Medium,Sharp Weapon
268,127,Caleb Bawa,Boss,Male,49,1961-04-29,9909590173,425406737830,Driver,"49/998, Shah Street, Vadodara-455616",29,Vijayanagara,Arrested,No,None,Medium,Hands
269,127,Madhav Sinha,Rowdy,Male,63,1962-09-08,9901881012,530761320626,Lawyer,"68/33, Bhardwaj, Aurangabad 794695",29,Vijayanagara,Arrested,No,None,Low,Hands
270,128,Zansi Pandya,Boss,Female,21,2004-09-10,9910779320,493162878114,Labourer,"29, Mannan Ganj, Mumbai-071396",16,Haveri,Arrested,No,None,High,Hands
271,129,Aradhana Nath,Rowdy,Female,25,1974-02-01,9882314334,086302359159,Labourer,"34/414, Toor Road, Chennai-556990",30,Vijayapura,Arrested,No,None,Medium,Knife
272,129,Gunbir Narayanan,Master,Male,39,1999-10-02,9886838436,536259268377,Farmer,"H.No. 272, Yadav Chowk, Surendranagar Dudhrej-084958",30,Vijayapura,Arrested,Yes,None,Low,Hands
273,130,Hemang Narula,Silent,Male,64,1997-12-07,9919481370,748727320998,Student,"405, Warrior Marg, Aurangabad 291450",28,Uttara Kannada,Absconding,No,None,Low,Stick
274,131,Samuel Chadha,Don,Male,49,1981-11-25,9879099115,725441146359,Teacher,"43, Mittal Circle, Gorakhpur-031780",14,Gadag,Absconding,Yes,Drug Network,Low,Knife
275,132,Yamini Dube,Tiger,Female,46,1965-08-21,9905778703,879517244360,Government Employee,"H.No. 21, Deo Circle, Vadodara-681040",14,Gadag,Arrested,No,None,High,None
276,133,Osha Sibal,Silent,Female,43,2002-09-07,9909934654,093514297546,Government Employee,"H.No. 943, Iyer Path, Baranagar 857142",17,Kalaburagi,Arrested,Yes,None,Medium,Stick
277,134,Laksh Contractor,Bullet,Male,62,1956-05-13,9966246269,807693595148,Shop Keeper,"58/54, Mander Street, Tirunelveli 495870",5,Bengaluru Urban,Arrested,No,Cyber Group,Medium,Hands
278,135,Akshay Sinha,Shadow,Male,24,2003-06-07,9965782276,014074424111,Farmer,"01, Ramanathan Marg, Kavali 954538",8,Chikkaballapur,Surrendered,Yes,Organized Crime,Low,Stick
279,135,Viraj Deep,Cobra,Male,69,1960-06-24,9981984916,001002470296,Doctor,"47, Kata Chowk, Asansol-562557",8,Chikkaballapur,Arrested,No,None,Medium,Hands
280,136,Amruta Bhattacharyya,Rowdy,Female,48,1980-09-30,9983438989,630331467816,Engineer,"24, Datta Path, Machilipatnam 581487",22,Mysuru,Surrendered,No,None,Medium,Stone
281,136,Triveni Khare,Boss,Female,60,1988-06-18,9880693689,762477399466,Security Guard,"15, Sankar Ganj, Tezpur-832197",22,Mysuru,Arrested,No,None,Medium,Knife
282,136,Vincent Nanda,Cobra,Male,26,1984-12-22,9907365814,162276047199,Mechanic,"H.No. 61, Chopra, Khammam-013290",22,Mysuru,Absconding,Yes,Drug Network,Medium,Hands
283,136,Falguni Sethi,Lucky,Female,23,1983-09-18,9986897663,773658821007,Labourer,"354, Modi, Hapur-909862",22,Mysuru,Surrendered,Yes,None,Low,Hands
284,137,Azaan Pingle,Bullet,Male,37,2003-04-25,9875134779,165108382261,Lawyer,"85/140, Sankaran Ganj, Ratlam 666832",13,Dharwad,Absconding,Yes,Local Gang,Medium,Sharp Weapon
285,137,Ekaraj Guha,Ranga,Male,35,1984-12-29,9987484739,382787081439,Engineer,"422, Bora Nagar, Asansol 621267",13,Dharwad,Arrested,No,None,Low,Knife
286,137,Hemangini Sha,Don,Female,66,1982-07-22,9903526183,175887411621,Electrician,"H.No. 32, Amble Marg, Patiala-689500",13,Dharwad,Arrested,No,None,High,Hands
287,137,Qarin Chowdhury,Cobra,Male,42,1986-04-24,9906103491,534172133517,Labourer,"84/781, Chakrabarti Circle, Chittoor 894905",13,Dharwad,Absconding,No,Local Gang,High,Hands
288,138,Vrinda Setty,Silent,Female,58,1982-09-23,9964011692,594605397213,Sales Executive,"54, Ganesh Road, Kavali-940792",10,Chitradurga,Absconding,No,Organized Crime,Low,Knife
289,138,Mugdha Bala,Boss,Female,22,1970-10-04,9918586726,186043056027,Student,"14/42, Mand, Bardhaman 192927",10,Chitradurga,Arrested,No,None,Low,Firearm
290,139,Gagan Lal,Master,Male,37,1997-01-11,9879576456,593520821289,Sales Executive,"805, Dhillon Zila, Shimla-637239",3,Belagavi,Arrested,No,Local Gang,Low,Iron Rod
291,139,Avni Lalla,Cobra,Female,34,1995-08-07,9906149691,262667565183,Electrician,"767, Soni Road, Nadiad 742860",3,Belagavi,Arrested,No,None,Low,Hands
