VictimID,CaseMasterID,FullName,Gender,Age,DOB,MobileNumber,AadhaarNumber,Occupation,Address,DistrictID,DistrictName,InjuryType,InjurySeverity,Hospitalized,VictimStatus,StatementRecorded
151,108,Ekanta Chopra,Female,73,1953-10-07,9907794450,106962395082,Housewife,"56, Wason Zila, Dhule-474112",19,Kolar,Minor Injury,Low,Yes,Alive,Yes
152,109,Anusha Kale,Female,41,2011-08-12,9892517917,222288371094,Nurse,"H.No. 356, Bawa Circle, Bhilwara 067883",15,Hassan,Minor Injury,Low,Yes,Alive,No
153,109,Vedhika Chaudry,Female,80,2008-11-20,9894988499,225074553619,Labourer,"H.No. 032, Rattan Ganj, Guwahati-101372",15,Hassan,Major Injury,High,No,Alive,Yes
154,110,Noah Das,Male,27,1944-03-09,9905362524,634273821152,Electrician,"966, Balan Chowk, Purnia-532447",17,Kalaburagi,Minor Injury,Low,Yes,Alive,No
155,111,Anika Korpal,Female,26,1995-07-30,9888740418,653428001228,Housewife,"70/14, Devan Marg, Kollam-806578",23,Raichur,Minor Injury,Low,No,Alive,No
156,111,Pooja Thakkar,Female,72,1967-11-23,9919201891,561736478326,Lawyer,"H.No. 593, Mand Nagar, Chittoor 932133",23,Raichur,Minor Injury,Low,No,Alive,No
157,112,Baghyawati Kanda,Female,10,1989-06-28,9871232262,483594107697,Lawyer,"239, Parmer Path, Nagercoil-937842",22,Mysuru,Minor Injury,Low,No,Alive,Yes
158,112,Anirudh Chana,Male,9,1945-05-01,9905037021,683226180683,Nurse,"70/59, De Ganj, Belgaum-002921",22,Mysuru,Major Injury,High,No,Alive,No
159,113,Balhaar Prakash,Male,70,2000-06-11,9885478465,942034105712,Shop Keeper,"H.No. 45, Dugar Street, Morbi-289539",16,Haveri,Major Injury,High,No,Alive,No
160,113,Ranbir Mohanty,Male,56,2002-12-12,9982203453,173324279862,Electrician,"096, Bali, Madanapalle 939172",16,Haveri,Major Injury,High,No,Alive,Yes
161,114,Balvan Khanna,Male,24,1970-01-14,9882662610,051127721433,Government Employee,"15/704, Krish Ganj, Etawah 100676",31,Yadgir,Fatal Injury,Critical,No,Deceased,Yes
162,115,Triveni Tailor,Female,11,2015-07-05,9987123518,230973929170,Business,"H.No. 793, Seth Street, Visakhapatnam 054115",1,Bagalkote,Major Injury,High,No,Alive,No
163,115,Riya Dyal,Female,42,2002-10-11,9886095261,882163121700,Shop Keeper,"97/06, Saraf Street, Meerut 533688",1,Bagalkote,Fatal Injury,Critical,Yes,Deceased,No
164,116,Lohit Mishra,Male,32,1960-09-30,9884639703,151435638703,Electrician,"87/20, Aggarwal Path, Chandigarh 973103",17,Kalaburagi,Major Injury,High,Yes,Alive,No
165,117,Mugdha Bumb,Female,72,1980-10-23,9895455348,581548547578,Government Employee,"77, Chand Road, Udaipur 652704",7,Chamarajanagar,Major Injury,High,Yes,Alive,No
166,117,Viraj Lall,Male,85,1959-10-15,9918167124,306091011063,Journalist,"115, Sachdev Circle, Begusarai 686879",7,Chamarajanagar,Major Injury,High,No,Alive,Yes
167,118,Vyanjana Mistry,Female,29,1947-04-09,9917096984,637887065780,Engineer,"H.No. 722, Hans Ganj, Kalyan-Dombivli 163294",22,Mysuru,Minor Injury,Low,Yes,Alive,Yes
168,118,Bahadurjit Chahal,Male,69,1973-07-18,9901526174,163468114319,Government Employee,"H.No. 87, Virk Nagar, Gorakhpur-229991",22,Mysuru,Minor Injury,Low,No,Alive,No
169,119,Daksha Mangal,Female,53,2014-04-17,9986832535,734900201809,Housewife,"H.No. 67, Solanki, Malegaon 629960",10,Chitradurga,Minor Injury,Low,Yes,Alive,No
170,120,Noah Khanna,Male,13,1944-09-30,9874128223,552034487806,Journalist,"H.No. 05, Mukhopadhyay Road, Pallavaram-324754",23,Raichur,Minor Injury,Low,No,Alive,Yes
171,120,Chaitanya Guha,Male,43,1978-02-07,9898491778,966053536169,Journalist,"50/82, Mukhopadhyay Zila, Bhavnagar-233030",23,Raichur,No Physical Injury,Medium,Yes,Alive,Yes
172,121,Arya Patel,Female,38,2000-06-14,9983105030,571154616720,Housewife,"86, Balasubramanian Zila, Serampore 972798",25,Shivamogga,Fatal Injury,Critical,Yes,Deceased,Yes
173,122,Pooja Gade,Female,55,2011-10-04,9893350396,941081378109,Mechanic,"H.No. 06, Gaba Nagar, Korba 346800",7,Chamarajanagar,No Physical Injury,Medium,Yes,Alive,No
174,123,Dominic Ghose,Male,40,1991-08-28,9904372575,696639520262,Student,"H.No. 94, Sampath Road, Karnal 437489",10,Chitradurga,Major Injury,High,Yes,Alive,No
175,123,Dalaja Amble,Female,85,1984-01-14,9989312839,579450195709,Shop Keeper,"H.No. 17, Nayar Zila, Anantapur 443283",10,Chitradurga,Minor Injury,Low,No,Alive,Yes
176,124,Saksham Nagarajan,Male,45,1998-06-03,9963629586,888052186039,Driver,"H.No. 46, Rama Marg, Ballia 538758",13,Dharwad,Major Injury,High,No,Alive,Yes
177,125,Frederick Golla,Male,55,1965-07-12,9899352158,837519919935,Software Engineer,"48/251, Pant Ganj, Aizawl-554947",13,Dharwad,No Physical Injury,Medium,Yes,Alive,No
178,126,Wahab Bera,Male,4,2014-03-15,9983993786,711109666520,Shop Keeper,"816, Misra Circle, Meerut 235697",18,Kodagu,Minor Injury,Low,Yes,Alive,No
179,126,Nisha Gole,Female,24,2006-10-08,9983412499,926221946688,Farmer,"25/007, Kadakia Road, Gangtok-712966",18,Kodagu,Minor Injury,Low,No,Alive,No
180,127,Upadhriti Sood,Female,79,1973-02-20,9965567014,882590379148,Mechanic,"50/583, Agrawal Nagar, Kamarhati 421689",29,Vijayanagara,Fatal Injury,Critical,No,Deceased,Yes
181,127,Geetika Bhattacharyya,Female,38,2010-08-02,9919694605,158533048880,Lawyer,"89, Nazareth Circle, Guntur 753260",29,Vijayanagara,Minor Injury,Low,Yes,Alive,Yes
182,128,Isaac Deep,Male,58,1958-07-05,9963537593,379561817437,Lawyer,"H.No. 506, Warrior Road, Hindupur 100167",16,Haveri,Minor Injury,Low,Yes,Alive,Yes
183,129,David Krishnan,Male,1,1980-11-18,9917044864,264460826821,Government Employee,"04/618, Devan Road, Vasai-Virar-411739",30,Vijayapura,Minor Injury,Low,Yes,Alive,Yes
184,129,Karan Virk,Male,74,2023-04-10,9986301912,665597307388,Nurse,"H.No. 20, Taneja Circle, Ongole 300119",30,Vijayapura,Fatal Injury,Critical,Yes,Deceased,No
185,130,Falguni Chana,Female,18,2006-10-26,9876255661,769469926359,Doctor,"H.No. 37, Lalla Road, Dhanbad 204556",28,Uttara Kannada,Minor Injury,Low,No,Alive,No
186,131,Charvi Bath,Female,24,1941-05-19,9912211477,264038266203,Student,"H.No. 57, Loyal, Serampore-216674",14,Gadag,Major Injury,High,Yes,Alive,No
187,132,Waida Sama,Female,51,1995-09-17,9965981894,401148848905,Housewife,"021, Subramanian Marg, Bokaro-590277",14,Gadag,Major Injury,High,Yes,Alive,Yes
188,133,Tripti Sastry,Female,46,1944-06-19,9879209685,358773044249,Mechanic,"H.No. 899, Nigam Ganj, Bhiwani 756289",17,Kalaburagi,Minor Injury,Low,Yes,Alive,Yes
189,134,Aashi Dugar,Female,5,1983-07-13,9982057913,483370959203,Software Engineer,"175, Narayanan Ganj, Dhanbad-866317",5,Bengaluru Urban,No Physical Injury,Medium,Yes,Alive,No
190,135,Udarsh Chakrabarti,Male,77,2013-05-14,9980405635,383123411206,Business,"H.No. 701, Sachar Marg, Proddatur-199488",8,Chikkaballapur,Major Injury,High,No,Alive,No
191,135,Vasatika Om,Female,19,1971-06-11,9968513850,090303786643,Business,"58, Solanki, Bidhannagar 130554",8,Chikkaballapur,Minor Injury,Low,Yes,Alive,No
192,136,Chatresh Bath,Male,12,2016-10-16,9988603674,918231938340,Shop Keeper,"61/493, Dara Ganj, Thrissur-351609",22,Mysuru,Minor Injury,Low,No,Alive,Yes
193,136,Varenya Shankar,Female,45,1996-07-11,9915547150,345221402649,Housewife,"H.No. 808, Subramanian Marg, Adoni-216995",22,Mysuru,Major Injury,High,Yes,Alive,Yes
194,137,Shaurya Kothari,Male,74,1963-10-25,9984545819,018734608896,Doctor,"22, Vala Marg, Motihari 833394",13,Dharwad,Minor Injury,Low,Yes,Alive,No
195,137,Ekaja Gokhale,Female,50,1983-05-22,9915163593,949300941235,Nurse,"H.No. 87, Sahni, Bhusawal 810620",13,Dharwad,Minor Injury,Low,No,Alive,Yes
196,138,Irya Loke,Female,4,2004-04-28,9884567442,115834281061,Retired,"42/043, Bali Circle, Bidhannagar-983863",10,Chitradurga,No Physical Injury,Medium,Yes,Alive,Yes
197,138,Arjun Raj,Male,83,1973-07-02,9984476415,543165825453,Journalist,"H.No. 439, Kar Chowk, Giridih 347212",10,Chitradurga,No Physical Injury,Medium,No,Alive,No
198,139,Darpan Purohit,Male,75,1944-01-05,9909075872,556266665569,Student,"294, Narayanan Nagar, Bhatpara 259094",3,Belagavi,Major Injury,High,No,Alive,No
199,139,Rachita Bora,Female,74,2007-03-15,9963392165,372655627041,Electrician,"818, Sagar Street, Tiruchirappalli 335554",3,Belagavi,Minor Injury,Low,No,Alive,Yes
200,140,Zilmil Soman,Female,36,2025-04-09,9982769763,172150995887,Private Employee,"57/399, Baral Ganj, Eluru 648408",9,Chikkamagaluru,Minor Injury,Low,Yes,Alive,No
201,141,Udant Sur,Male,27,1944-04-14,9917367113,377537418094,Engineer,"11/28, Amble Circle, Bhagalpur-613861",26,Tumakuru,Major Injury,High,Yes,Alive,Yes
202,141,Amaira Sharaf,Female,56,2001-06-28,9919832063,777513615680,Software Engineer,"H.No. 024, Bobal Circle, Rampur 676650",26,Tumakuru,Minor Injury,Low,No,Alive,No
203,142,Daniel Warrior,Male,37,1941-01-22,9891009689,671816859862,Teacher,"15/814, Chadha Road, Bahraich 607283",17,Kalaburagi,Major Injury,High,No,Alive,No
204,143,Shivani Merchant,Female,42,2022-03-03,9891073309,244961417269,Software Engineer,"50/882, Barman Zila, Chapra-881435",9,Chikkamagaluru,Major Injury,High,Yes,Alive,Yes
205,143,Samuel Vala,Male,74,1952-08-31,9962481696,279559448775,Shop Keeper,"43/12, Bhagat, Jamalpur-414139",9,Chikkamagaluru,Minor Injury,Low,Yes,Alive,No
206,144,Oni Parikh,Female,39,1951-06-16,9900963838,722596231648,Business,"H.No. 91, Nadkarni Ganj, Hospet-949299",26,Tumakuru,Minor Injury,Low,Yes,Alive,Yes
207,145,Nakul Sangha,Male,4,1954-11-22,9969237649,890337426598,Journalist,"645, Narula Street, Surendranagar Dudhrej 547812",2,Ballari,Major Injury,High,Yes,Alive,Yes
208,146,Logan Dey,Male,19,2016-04-26,9906490711,037415814728,Private Employee,"11/080, Ravel, Vadodara-887256",1,Bagalkote,Minor Injury,Low,No,Alive,Yes
209,147,Maanav Desai,Male,42,1980-01-22,9989201027,131251763180,Teacher,"H.No. 80, Gandhi Ganj, Amroha 299275",13,Dharwad,Minor Injury,Low,No,Alive,No
210,148,Januja Sura,Female,17,1960-04-03,9881242165,760834519968,Engineer,"038, Rama Path, Malda 051844",18,Kodagu,No Physical Injury,Medium,Yes,Alive,No
211,149,Raghav Radhakrishnan,Male,36,1971-08-11,9871769416,062438707917,Software Engineer,"38, Pandit Marg, Morbi 908272",27,Udupi,Major Injury,High,Yes,Alive,Yes
212,149,Brinda Varkey,Female,76,1995-04-03,9913163730,783244819431,Government Employee,"259, Karpe Zila, Bathinda-777392",27,Udupi,Major Injury,High,No,Alive,Yes
213,150,Alka Kohli,Female,17,1944-03-23,9876018413,867661980849,Labourer,"80/920, Kuruvilla Street, Hazaribagh-990413",18,Kodagu,Major Injury,High,No,Alive,Yes
214,151,Vrishti Subramaniam,Female,32,1955-01-21,9883585150,904705478425,Retired,"29/84, Oommen Street, Kavali-366210",24,Ramanagara,Minor Injury,Low,Yes,Alive,Yes
215,151,Yutika Thaman,Female,38,1998-09-23,9886043787,047847346808,Farmer,"799, Wali Nagar, Tiruchirappalli-298068",24,Ramanagara,Minor Injury,Low,No,Alive,No
216,152,Reva Bassi,Female,79,1999-11-10,9915266395,930340367571,Nurse,"65, Chaudhari, Guntur-731498",16,Haveri,Minor Injury,Low,Yes,Alive,No
217,153,Kabir Gulati,Male,29,1941-01-08,9893262034,517652679890,Labourer,"06/35, Pathak Marg, Bhatpara 944869",13,Dharwad,No Physical Injury,Medium,Yes,Alive,Yes
218,153,Manya Ranganathan,Female,23,2004-09-23,9899011112,904694470108,Engineer,"588, Kulkarni Chowk, Gangtok-621372",13,Dharwad,Fatal Injury,Critical,No,Deceased,No
219,154,Jalsa Trivedi,Female,84,1974-08-09,9967465545,837232812961,Lawyer,"601, Sinha Street, Hubli–Dharwad 435190",14,Gadag,Major Injury,High,Yes,Alive,Yes
220,155,Sai Verma,Male,31,1964-11-27,9870312150,333513944143,Nurse,"77/038, Hayer Road, Khora  920530",21,Mandya,Minor Injury,Low,No,Alive,No
221,156,Chameli Majumdar,Female,38,2006-10-30,9989515946,791534840065,Electrician,"93, Aurora Circle, Mysore 895543",10,Chitradurga,Minor Injury,Low,Yes,Alive,Yes
222,157,Utkarsh Raval,Male,69,1989-06-04,9984605136,993183323980,Labourer,"81, Bora Circle, Mau 848947",29,Vijayanagara,Major Injury,High,No,Alive,No
223,158,Warhi Kohli,Female,21,2004-12-10,9987874851,395395306214,Doctor,"07/14, Raja Zila, Berhampur-658804",5,Bengaluru Urban,Major Injury,High,Yes,Alive,Yes
224,158,Mitali Chander,Female,38,1974-06-20,9914835472,713661621960,Shop Keeper,"27/55, Luthra Ganj, Jhansi 333433",5,Bengaluru Urban,Fatal Injury,Critical,Yes,Deceased,No
225,159,Kritika Parekh,Female,73,1953-10-26,9908646155,810381124932,Teacher,"H.No. 790, Basak Circle, Serampore 794728",2,Ballari,Major Injury,High,Yes,Alive,Yes
226,160,Rushil Kapadia,Male,77,2004-04-27,9981338726,353112749125,Nurse,"67/80, Palan Circle, Akola-187500",3,Belagavi,Fatal Injury,Critical,Yes,Deceased,No
227,161,Sachi Chaudhuri,Female,10,1968-03-21,9878943388,573708281211,Software Engineer,"43/47, Oza, Udaipur 636556",6,Bidar,Minor Injury,Low,Yes,Alive,Yes
228,162,Varenya Gole,Female,56,1989-02-15,9871065490,300165260172,Government Employee,"43/866, Dhingra Ganj, Bhalswa Jahangir Pur-267288",22,Mysuru,Major Injury,High,Yes,Alive,Yes
229,162,Yagnesh Mital,Male,13,1961-11-21,9985021295,902573549133,Driver,"H.No. 203, Soni Road, Hospet 455884",22,Mysuru,Minor Injury,Low,No,Alive,Yes
230,163,Aishani Sabharwal,Female,16,1950-11-11,9901177503,126394528108,Government Employee,"H.No. 55, Sura Circle, Vijayawada-947225",5,Bengaluru Urban,Major Injury,High,Yes,Alive,Yes
231,164,Tanmayi Bora,Female,14,1947-04-14,9904601451,990935918727,Electrician,"H.No. 54, Rana Road, Raiganj 987622",7,Chamarajanagar,Major Injury,High,No,Alive,No
232,165,Edhitha Keer,Female,78,1996-10-30,9909514142,907840163367,Engineer,"611, Solanki Zila, Indore 811492",18,Kodagu,Major Injury,High,No,Alive,No
233,166,Robert More,Male,38,1960-01-20,9964558507,981484016781,Mechanic,"22/820, Parikh Nagar, Fatehpur 848728",22,Mysuru,Minor Injury,Low,No,Alive,No
234,166,Vedant Saran,Male,73,1985-01-19,9964554510,253672051385,Housewife,"83, Sathe Zila, Ambarnath 424008",22,Mysuru,Fatal Injury,Critical,No,Deceased,Yes
235,167,Pooja Mangat,Female,45,1980-06-09,9894022306,811506454040,Journalist,"40, Master Marg, Chennai 368663",22,Mysuru,Minor Injury,Low,No,Alive,No
236,167,Robert Radhakrishnan,Male,63,1959-04-23,9876248612,926908222586,Journalist,"38/944, Luthra Circle, Maheshtala 224179",22,Mysuru,No Physical Injury,Medium,Yes,Alive,No
237,168,Madhavi Swamy,Female,9,1956-07-09,9918427638,452464710785,Labourer,"H.No. 802, Manda Zila, Cuttack 031207",2,Ballari,Minor Injury,Low,No,Alive,No
238,169,Onveer Salvi,Male,67,1967-01-16,9883116343,802486264112,Labourer,"05, Dhingra Zila, Shimoga-187234",24,Ramanagara,Fatal Injury,Critical,No,Deceased,No
239,170,Abha Dara,Female,83,2023-05-26,9872207256,077083209868,Doctor,"30, Sharma Ganj, Saharsa-764520",4,Bengaluru Rural,Minor Injury,Low,Yes,Alive,Yes
240,171,Jonathan Srivastava,Male,67,1994-10-31,9968992821,835372411942,Shop Keeper,"H.No. 313, Nair Marg, Rourkela-916300",7,Chamarajanagar,Major Injury,High,No,Alive,Yes
241,172,Garima Prabhu,Female,70,2006-01-28,9904227143,369077096236,Software Engineer,"19, Bhasin Path, Raurkela Industrial Township-812735",5,Bengaluru Urban,Major Injury,High,Yes,Alive,No
242,173,Urvashi Hans,Female,2,1942-05-16,9909939728,143867207479,Retired,"24/077, Menon Circle, Jhansi-855749",22,Mysuru,Minor Injury,Low,Yes,Alive,Yes
243,173,Bhavya Wali,Female,65,1953-09-25,9873687400,667146301598,Retired,"57/08, Goyal Marg, Udupi 935186",22,Mysuru,Fatal Injury,Critical,No,Deceased,No
244,174,Zaitra Tank,Female,18,2005-08-23,9891532033,385005620428,Retired,"H.No. 65, Char Zila, Varanasi-203173",13,Dharwad,Minor Injury,Low,No,Alive,Yes
245,175,Amol Rama,Male,48,1996-06-24,9889174946,171872418692,Retired,"H.No. 39, Arya Zila, Pallavaram 705865",31,Yadgir,Major Injury,High,Yes,Alive,No
246,175,Kiaan Wadhwa,Male,4,1944-01-06,9899242560,489323450509,Government Employee,"H.No. 381, Kashyap Zila, Jhansi 839288",31,Yadgir,Major Injury,High,Yes,Alive,Yes
247,176,Damyanti Parmar,Female,65,1997-11-21,9913961801,143407423949,Government Employee,"286, Nazareth Circle, Deoghar-558556",5,Bengaluru Urban,Minor Injury,Low,No,Alive,No
248,177,Ojasvi Khosla,Female,79,1988-06-04,9987238397,186701202749,Farmer,"45/77, Acharya Marg, Anantapuram-824043",22,Mysuru,No Physical Injury,Medium,No,Alive,No
249,177,Nisha Bains,Female,59,2006-02-19,9901713228,785629071924,Housewife,"H.No. 075, Devi Street, Ambarnath 344196",22,Mysuru,Minor Injury,Low,Yes,Alive,No
250,178,Balvan Nair,Male,51,2007-12-15,9895981086,495096937795,Farmer,"91/940, Raj, Pimpri-Chinchwad-566139",5,Bengaluru Urban,Minor Injury,Low,No,Alive,No
251,179,Rayaan Bhagat,Male,10,1966-06-19,9919331980,817276144836,Software Engineer,"92/58, Dua Ganj, Singrauli 998136",3,Belagavi,Minor Injury,Low,No,Alive,Yes
252,180,Shravya Divan,Female,58,1951-10-17,9904547864,403426146524,Shop Keeper,"08/64, Rastogi Zila, Bikaner 783769",26,Tumakuru,No Physical Injury,Medium,No,Alive,Yes
253,181,Jatin Kibe,Male,39,1946-08-25,9982455955,447835707478,Retired,"91/166, Pall Path, Pondicherry-904259",18,Kodagu,Minor Injury,Low,No,Alive,No
254,182,Eta Sastry,Female,58,1944-05-16,9918398209,264030644677,Government Employee,"52/110, Divan Ganj, Kanpur-147705",22,Mysuru,Minor Injury,Low,No,Alive,No
255,182,Hitesh Jani,Male,17,1987-01-02,9880109826,646713440117,Shop Keeper,"20/69, Bassi Circle, Tirunelveli 439407",22,Mysuru,No Physical Injury,Medium,Yes,Alive,No
256,183,Bahadurjit Rama,Male,26,1996-09-08,9895800679,875524456684,Engineer,"H.No. 463, Trivedi Marg, Satna 981238",6,Bidar,Major Injury,High,Yes,Alive,No
257,184,Alka Baral,Female,71,1961-08-02,9872681664,417445569874,Private Employee,"62, Palan Nagar, Raichur 384046",30,Vijayapura,No Physical Injury,Medium,No,Alive,No
258,184,Meera Kar,Female,21,1953-06-14,9912604114,794259326185,Housewife,"H.No. 689, Sahni Ganj, Chapra-649578",30,Vijayapura,Fatal Injury,Critical,No,Deceased,Yes
259,185,Harshil Devi,Male,16,1989-12-11,9912233082,165679448116,Software Engineer,"H.No. 82, Dhillon Marg, Ratlam-881252",22,Mysuru,Fatal Injury,Critical,Yes,Deceased,Yes
260,186,Nathaniel Sachdev,Male,81,2022-04-05,9878912457,063184472835,Government Employee,"42/312, Bal Street, Medininagar 933051",23,Raichur,Minor Injury,Low,No,Alive,No
261,186,Ekalinga Thakkar,Male,20,2012-06-24,9987428444,873010890391,Farmer,"677, Gade Street, Kamarhati-604633",23,Raichur,Minor Injury,Low,Yes,Alive,Yes
262,187,Bhavini Goel,Female,54,2019-05-12,9908787338,961468664386,Mechanic,"57/366, Rai Nagar, Singrauli-817703",1,Bagalkote,Fatal Injury,Critical,Yes,Deceased,Yes
263,187,Anusha Ram,Female,50,1984-06-05,9967855253,360852834578,Engineer,"H.No. 76, Mangal Road, Rourkela 490827",1,Bagalkote,Minor Injury,Low,No,Alive,Yes
264,188,Chakradev Tella,Male,84,1950-03-06,9874503275,796822685137,Engineer,"57, Gola Nagar, Gudivada-714521",17,Kalaburagi,Minor Injury,Low,Yes,Alive,No
265,189,Deepa Sengupta,Female,13,1994-06-15,9887800844,355532444949,Doctor,"89/268, Bassi Marg, Thanjavur 222064",1,Bagalkote,Fatal Injury,Critical,Yes,Deceased,No
266,190,Vansha Mani,Female,17,1993-10-21,9965564015,918132513320,Journalist,"094, Shanker Nagar, Panchkula 973397",31,Yadgir,Minor Injury,Low,No,Alive,Yes
267,190,Tara Sathe,Female,37,1947-04-23,9881705004,343388116761,Teacher,"49/83, Goyal Nagar, Pimpri-Chinchwad 020994",31,Yadgir,Major Injury,High,No,Alive,No
268,191,Caleb Bawa,Male,51,1949-10-24,9895987687,577515165051,Student,"49/998, Shah Street, Vadodara-455616",10,Chitradurga,Major Injury,High,Yes,Alive,Yes
269,192,Madhav Sinha,Male,36,1951-12-30,9982885053,549310530952,Teacher,"68/33, Bhardwaj, Aurangabad 794695",17,Kalaburagi,Minor Injury,Low,Yes,Alive,No
270,192,Zansi Pandya,Female,22,2019-05-12,9876300334,338127547310,Retired,"29, Mannan Ganj, Mumbai-071396",17,Kalaburagi,Major Injury,High,Yes,Alive,No
271,193,Arin Nath,Male,53,1970-04-12,9962829625,734062939754,Labourer,"34/414, Toor Road, Chennai-556990",5,Bengaluru Urban,No Physical Injury,Medium,Yes,Alive,Yes
272,194,Indali Narayanan,Female,80,2011-06-07,9896109226,982821500687,Retired,"H.No. 272, Yadav Chowk, Surendranagar Dudhrej-084958",13,Dharwad,No Physical Injury,Medium,Yes,Alive,No
273,194,Ishita Narula,Female,82,2008-07-08,9899726329,391960015643,Teacher,"405, Warrior Marg, Aurangabad 291450",13,Dharwad,Minor Injury,Low,Yes,Alive,No
274,195,Samuel Chadha,Male,46,1982-10-22,9983638891,310776718682,Government Employee,"43, Mittal Circle, Gorakhpur-031780",8,Chikkaballapur,No Physical Injury,Medium,Yes,Alive,No
275,195,Yamini Dube,Female,78,1956-09-22,9880961251,176615719887,Student,"H.No. 21, Deo Circle, Vadodara-681040",8,Chikkaballapur,Minor Injury,Low,No,Alive,No
276,196,Ojas Sibal,Male,55,2016-02-20,9966683841,545070953338,Driver,"H.No. 943, Iyer Path, Baranagar 857142",3,Belagavi,Fatal Injury,Critical,No,Deceased,Yes
277,196,Laksh Contractor,Male,26,1941-11-08,9883060407,982498852054,Labourer,"58/54, Mander Street, Tirunelveli 495870",3,Belagavi,Minor Injury,Low,Yes,Alive,Yes
278,197,Akshay Sinha,Male,5,2017-05-03,9903801943,606523072560,Retired,"01, Ramanathan Marg, Kavali 954538",13,Dharwad,Minor Injury,Low,Yes,Alive,No
279,198,Viraj Deep,Male,59,1948-06-15,9913115071,562474270349,Mechanic,"47, Kata Chowk, Asansol-562557",18,Kodagu,Fatal Injury,Critical,Yes,Deceased,Yes
280,198,Amruta Bhattacharyya,Female,40,1980-12-17,9913305605,884129736695,Journalist,"24, Datta Path, Machilipatnam 581487",18,Kodagu,Minor Injury,Low,No,Alive,No
281,199,Triveni Khare,Female,43,1993-05-01,9881894966,424788348003,Doctor,"15, Sankar Ganj, Tezpur-832197",22,Mysuru,Major Injury,High,No,Alive,No
282,200,Vincent Nanda,Male,81,1987-09-28,9919391222,182112181683,Labourer,"H.No. 61, Chopra, Khammam-013290",13,Dharwad,Minor Injury,Low,Yes,Alive,No
283,201,Falguni Sethi,Female,85,1985-09-18,9889998801,971335920615,Housewife,"354, Modi, Hapur-909862",24,Ramanagara,Fatal Injury,Critical,Yes,Deceased,Yes
284,202,Bhavani Pingle,Female,17,2017-02-23,9985547776,138735175494,Journalist,"85/140, Sankaran Ganj, Ratlam 666832",24,Ramanagara,Major Injury,High,Yes,Alive,Yes
285,203,Ekaraj Guha,Male,26,1987-10-08,9908338593,510435464448,Private Employee,"422, Bora Nagar, Asansol 621267",15,Hassan,Minor Injury,Low,Yes,Alive,Yes
286,203,Hemangini Sha,Female,30,1983-11-10,9896308567,900021338627,Nurse,"H.No. 32, Amble Marg, Patiala-689500",15,Hassan,No Physical Injury,Medium,No,Alive,Yes
287,204,Raksha Chowdhury,Female,37,1989-11-18,9983998706,998272255483,Business,"84/781, Chakrabarti Circle, Chittoor 894905",26,Tumakuru,Minor Injury,Low,No,Alive,No
288,205,Wahab Setty,Male,57,1984-02-19,9908018374,632477625501,Housewife,"54, Ganesh Road, Kavali-940792",11,Dakshina Kannada,No Physical Injury,Medium,No,Alive,No
289,205,Madhav Bala,Male,51,1964-12-08,9875115480,150641092260,Engineer,"14/42, Mand, Bardhaman 192927",11,Dakshina Kannada,Minor Injury,Low,Yes,Alive,Yes
290,206,Harita Lal,Female,53,2007-01-27,9901154098,124746955620,Teacher,"805, Dhillon Zila, Shimla-637239",25,Shivamogga,Minor Injury,Low,No,Alive,Yes
291,206,Avni Lalla,Female,73,2004-10-09,9904572847,726812874915,Farmer,"767, Soni Road, Nadiad 742860",25,Shivamogga,Minor Injury,Low,Yes,Alive,Yes
292,207,Vanya Raja,Female,81,1998-03-25,9912967249,590173425406,Private Employee,"56/94, Madan Path, Navi Mumbai 967393",5,Bengaluru Urban,Major Injury,High,No,Alive,No
293,208,Gautam Munshi,Male,51,1987-02-08,9870193740,529188101253,Student,"H.No. 618, Sehgal Zila, Muzaffarnagar 430091",22,Mysuru,Minor Injury,Low,No,Alive,Yes
294,209,Janani Dara,Female,46,2000-09-28,9882062688,678330077932,Retired,"26/92, Gour Zila, Durg 174654",22,Mysuru,Minor Injury,Low,Yes,Alive,Yes
295,210,Bina Malhotra,Female,25,2006-08-12,9966287811,413512591231,Housewife,"H.No. 04, Gokhale Road, Coimbatore-396271",2,Ballari,Minor Injury,Low,Yes,Alive,No
296,211,Tanveer Kamdar,Male,59,1992-09-29,9880863023,591598195966,Doctor,"41/011, Krishna, Surat 200642",20,Koppal,No Physical Injury,Medium,No,Alive,Yes
297,212,Shivani Aggarwal,Female,62,1984-05-13,9873653625,926837760321,Farmer,"61, Kara Circle, Yamunanagar-198554",23,Raichur,Minor Injury,Low,Yes,Alive,No
298,213,Baghyawati Chana,Female,18,1971-08-12,9893707487,273209986285,Student,"43, Baral Street, Jhansi 615717",1,Bagalkote,Minor Injury,Low,Yes,Alive,No
299,214,Ekaraj Banik,Male,25,1956-12-20,9876120589,207372122462,Teacher,"18, Tata Road, Pune-505061",3,Belagavi,Fatal Injury,Critical,No,Deceased,No
300,215,Yutika Shanker,Female,22,2020-06-19,9904577870,387951724436,Doctor,"H.No. 027, Sinha Nagar, Latur-020417",5,Bengaluru Urban,Minor Injury,Low,No,Alive,Yes
301,215,Azad Cherian,Male,25,1950-04-06,9870574999,346540935142,Government Employee,"656, Dara Path, Pondicherry-092511",5,Bengaluru Urban,No Physical Injury,Medium,No,Alive,No
